tagID,tagText,tagType
2116,CjVarrichio,mention
2117,Th3T1to,mention
2118,azburris15,mention
2119,ChaseIce,mention
2120,TexasRangersBRA,mention
2121,JoshCSports,mention
2122,Menriquez41,mention
2123,ZantPerk,mention
2124,t_red33,mention
2125,JuJu_Drumz,mention
2126,agibs10,mention
2127,CollinScarbs,mention
2128,BrendenNix,mention
2129,yappy_partyman,mention
2130,aliciacaylen,mention
2131,chavela1321,mention
2132,YungChill_36,mention
2133,Disciples_Cycle,mention
2134,JaimeG_99,mention
2135,jbaby061307,mention
2136,JustusRevill10,mention
2137,PaulTubbs_TV,mention
2138,s2pear1,mention
2139,v1ctormolina,mention
2140,ariannaguzmann,mention
2141,akrod96,mention
2142,coltenfranklin6,mention
2143,austinkid2000,mention
2144,MirkaHurtado,mention
2145,Riodannyjai,mention
2146,TheEmminizer,mention
2147,_Coach_Roberson,mention
2148,Jd_633,mention
2149,FMedina99,mention
2150,samweys96,mention
2151,CWSneed14,mention
2152,xaustinreagan,mention
2153,crashthompson89,mention
2154,chloe_southard,mention
2155,TheJackSladek,mention
2156,DakotaParrish17,mention
2157,DeBaugh5,mention
2158,MSmall6818,mention
2159,_anthonyjaure,mention
2160,backbacon89,mention
2161,CoachGiesen3,mention
2162,agardner_18,mention
2163,burns_cody,mention
2164,gabrielasalas96,mention
2165,Coryhouston1915,mention
2166,deltapynckel,mention
2167,TheZubeIs,mention
2168,CrocktimusPrime,mention
2169,bran16devi,mention
2170,redneb6,mention
2171,theferg22,mention
2172,WhiskeyKenny,mention
2173,joedavis2,mention
2174,GazTyson86,mention
2175,SMNolen,mention
2176,miguel_2949,mention
2177,abnav123,mention
2178,AthensLuke,mention
2179,JustifiablyPale,mention
2180,tedcahill,mention
2181,arbuzzy,mention
2182,adizero,hashtag
2183,teamadidas,hashtag
2184,adidasBaseball,mention
2185,DustinPoirier,mention
2186,MLBNetworkRadio,mention
2187,ajhinch,mention
2188,TheCrossover,mention
2189,KyleKorver,mention
2190,ChronBrianSmith,mention
2191,mpappy14,mention
2192,Easton_Baseball,mention
2193,ARFFDirector,mention
2194,ABforAutism,mention
2195,WeAreTexans,hashtag
2196,Jc_Correa1,mention
2197,amidalastark,mention
2198,hostilebodies,mention
2199,ufc,mention
2200,matthews_shelbi,mention
2201,TheNotoriousMMA,mention
2202,GameOfThrones,mention
2203,BlessedMMA,mention
2204,ATLReign,mention
2205,dafran,mention
2206,NipseyHussle,mention
2207,CandyWorld,hashtag
2208,IgnacioSerrano,mention
2209,IAmIn,hashtag
2210,basehunter15,mention
2211,MLBPAClubhouse,mention
2212,MandyMarquardt,mention
2213,teamnovonordisk,mention
2214,lululemon,mention
2215,BoseFrames,hashtag
2216,BoseAmbassador,hashtag
2217,Bose,mention
2218,rangersnation,hashtag
2219,LeeroyYomashima,mention
2220,JoeOstien,mention
2221,SportsSturm,mention
2222,bracketdan,mention
2223,NotJackKemp,mention
2224,Beaustradamus_,mention
2225,LukeRomero96,mention
2226,adambarenblat,mention
2227,HoundstoothDTX,mention
2228,greenwaybarista,mention
2229,slamsonette,mention
2230,gr8greekgirl,mention
2231,elihuh2001,mention
2232,missmoxxxie,mention
2233,LadyGaladriJill,mention
2234,pettycommajared,mention
2235,jimmurphySF,mention
2236,DALLASBRADEN209,mention
2237,OakWoodRoasted,mention
2238,rocioustuff,mention
2239,ClintChasteen,mention
2240,squirtmcintosh,mention
2241,MiniPence,mention
2242,billybad8016,mention
2243,EarthDay,hashtag
2244,GOT,hashtag
2245,PiazzasixTJ,mention
2246,richcordrey,mention
2247,lilmscass,mention
2248,ladrama,mention
2249,J2thaP_MC,mention
2250,srsoftball2000,mention
2251,Strangway,mention
2252,DeputyDewey69,mention
2253,Catie_Morris12,mention
2254,momsthelawbanks,mention
2255,vcent55,mention
2256,SFGiantsLady,mention
2257,ccrealtr,mention
2258,jokerking84,mention
2259,X_AndrewJames,mention
2260,AFNtelevision,mention
2261,Isaac76G,mention
2262,baseballndshit,mention
2263,mmafootball81,mention
2264,matt_wrobel,mention
2265,GiantsFan1243,mention
2266,Damon_Miller_Jr,mention
2267,karmenkiiz,mention
2268,giel_az,mention
2269,Maelinde,mention
2270,ajhuang8,mention
2271,CoralSword,mention
2272,GameofThroneseason8,hashtag
2273,daisythorn007,mention
2274,hotsaucepodcast,mention
2275,okoksophh,mention
2276,childs_LeahN,mention
2277,auradeluxe,mention
2278,pownzie,mention
2279,specialblend326,mention
2280,jayburnam,mention
2281,sfcookiemom,mention
2282,jeffersonjay,mention
2283,zekeelliott21,mention
2284,chefcatts,mention
2285,TheIsiahNunez,mention
2286,MarissaTano98,mention
2287,AndyDomek,mention
2288,Dutch_Oven45,mention
2289,RoRo_64,mention
2290,landileigh,mention
2291,EricaLeonard7,mention
2292,Julie87272677,mention
2293,ColtConnolly6,mention
2294,ErinNalley,mention
2295,YaninaMendNina,mention
2296,t_darkanglis,mention
2297,RobinTheis8,mention
2298,Alistayre,mention
2299,Fam4Fun,mention
2300,nokidhungry,mention
2301,KaylaScibelli,mention
2302,BabbSports,mention
2303,carmenkiew,mention
2304,javachik,mention
2305,angel_galarza09,mention
2306,CindyDasierra,mention
2307,WilhoiteJenna,mention
2308,itsagirlthing,mention
2309,hamlin_geneva,mention
2310,CMSFGiants,mention
2311,MurphreeMarissa,mention
2312,kdcannon2018,mention
2313,MsMerope,mention
2314,WillWallaceStl,mention
2315,e_meneses1,mention
2316,maddylucey,mention
2317,kachman24,mention
2318,nvwineandcigar,mention
2319,AngiLaLa1,mention
2320,CarthyNb,mention
2321,5sostalkfast,mention
2322,MeaCuppa,mention
2323,eleveejen,mention
2324,EleveeLifestyle,mention
2325,NoKidHungry,hashtag
2326,Rzn732,mention
2327,SFGiantsMeag,mention
2328,didrums44,mention
2329,melllly,mention
2330,TheCUTCH22,mention
2331,ProblyPablo,mention
2332,robinbobo,mention
2333,Brendanbarnes34,mention
2334,u2conga,mention
2335,splshht,mention
2336,Shari_Curry_Fan,mention
2337,JimmySpencerUN,mention
2338,sf_game,mention
2339,00N9ne707,mention
2340,MaribelMa04,mention
2341,MinnieMaxPugs,mention
2342,SFUnite_N_Cali,mention
2343,JahIckory,mention
2344,cmedders,mention
2345,rippleintime17,mention
2346,goc_gina,mention
2347,kg1171kck,mention
2348,SimplyAJ10,mention
2349,rosa_durann,mention
2350,TheLeesOfMemory,mention
2351,shawnclark08,mention
2352,onegoldenguy,mention
2353,CitlallixJanett,mention
2354,anam3_nyc,mention
2355,AudreyBigelow,mention
2356,TaraValdezH,mention
2357,KTulman,mention
2358,AmElyse,mention
2359,baseball_kay,mention
2360,BHSCouncil,mention
2361,HPbaseball3,mention
2362,vSpoke,mention
2363,LucyV_413,mention
2364,FamousBirthdays,mention
2365,LorraineMora4,mention
2366,iHELLAheartyou,mention
2367,adellymccaffrey,mention
2368,xtinababeee11,mention
2369,homerun1791,mention
2370,Joe_roswell,mention
2371,Drizzzzy__Drake,mention
2372,Trussell_715,mention
2373,HBO,mention
2374,StevesBseball,mention
2375,leftcoastzen,mention
2376,throwbackthursday,hashtag
2377,nationalsiblingsday,hashtag
2378,StyledbyEm,mention
2379,TorosdelEste,mention
2380,TOROSFANS,mention
2381,johanabreu,mention
2382,LostorosFans,mention
2383,antoniopuesan,mention
2384,Jatnnarr,mention
2385,juanj_baez,mention
2386,CynthiaMorillo,mention
2387,tomasjcabrera,mention
2388,jordany023,mention
2389,PoteBand,mention
2390,jennuh_mahree,mention
2391,NickGarben,mention
2392,emiliaclarke,mention
2393,gentlecricket,mention
2394,nikki_tkv,mention
2395,G_Kontos,mention
2396,SF_CableCar,mention
2397,Bro_Pesci,mention
2398,jtayloralameda,mention
2399,jjphish,mention
2400,TypicalGamer,mention
2401,taco_kell,mention
2402,bosummers7378,mention
2403,ab_johnson_,mention
2404,corwinlinnel110,mention
2405,Noeliosiss,mention
2406,RougnedOdor,mention
2407,TheKuroKuma,mention
2408,perkchop,mention
2409,matt_hardie,mention
2410,nhcubs,mention
2411,seeyalater15,mention
2412,caamrn,mention
2413,JamesHenryLee,mention
2414,EliseSanzeri,mention
2415,Lisagirl100,mention
2416,sincerelyhollyx,mention
2417,AprilFoolsday,hashtag
2418,FridayNightMagic,hashtag
2419,sectionb_row1,mention
2420,bdiekmann,mention
2421,221BSemloH,mention
2422,ThatTallRussian,mention
2423,as75023,mention
2424,LeaSandoz,mention
2425,jangunter,mention
2426,tennissugar,mention
2427,GlennInvestor,mention
2428,cccodyy,mention
2429,Badnewz80,mention
2430,thatsjustray,mention
2431,chichomolinar,mention
2432,KindaCoolGreg,mention
2433,KindaFunnyVids,mention
2434,joeynoelle,mention
2435,TedDivelySF,mention
2436,Jamesbondrose,mention
2437,BusterPosey,mention
2438,MoreThanAnAthlete,hashtag
2439,ErinAstrosFan,mention
2440,MLBUA,mention
2441,WWE,hashtag
2442,RealToddKalas,mention
2443,BauerOutage,mention
2444,somosLosAstros,mention
2445,htownATR,mention
2446,villagranj,mention
2447,Outfielder,hashtag
2448,minutemaidpark,hashtag
2449,george_rhoads,mention
2450,brandon44133,mention
2451,molly_knight,mention
2452,RT,hashtag
2453,NGSCSports,mention
2454,MinuteMaidPark,hashtag
2455,ryneharp,mention
2456,EddieRosario09,mention
2457,Jorge_Polanco1,mention
2458,cpenny81,mention
2459,MikeTrout,mention
2460,EAlexisss_,mention
2461,MacdaddyHTown,mention
2462,TXCivilRights,mention
2463,texashealth,mention
2464,TexasDSHS,mention
2465,StateDept,mention
2466,CityofBaytown,mention
2467,TheBaytownSun,mention
2468,MethodistHlth,mention
2469,BaytownPolice1,mention
2470,wellspire,mention
2471,KelseySeybold,mention
2472,Prioritytowing,mention
2473,AggieM1A,mention
2474,pnmlaw,mention
2475,MajkenPullin,mention
2476,kprc2,hashtag
2477,Rockets,hashtag
2478,KPRC2Cathy,mention
2479,CP3,mention
2480,KPRC2,mention
2481,Dusty_Coog20,mention
2482,sfknop,mention
2483,taaayhilton,mention
2484,BaleroChallenge,hashtag
2485,MéxicoSeries,hashtag
2486,MLB_Mexico,mention
2487,FF,hashtag
2488,nbcwashington,mention
2489,fox5dc,mention
2490,ABC7News,mention
2491,wusa9,mention
2492,GeorgesLaraque,mention
2493,Angels,mention
2494,Dodgers,mention
2495,Dbacks,mention
2496,Rockies,mention
2497,Marlins,mention
2498,WRALKathryn,mention
2499,ABCNewsWX,mention
2500,UFCBrasil,mention
2501,billboard,mention
2502,GLORY_WS,mention
2503,CBSDaytime,mention
2504,NBAonTNT,mention
2505,ESPNNBA,mention
2506,NBATV,mention
2507,NBAHistory,mention
2508,cavs,mention
2509,11Alive,mention
2510,FOX5Atlanta,mention
2511,DraftNFL,hashtag
2512,DetroitLions,hashtag
2513,Detroit,hashtag
2514,freepsports,mention
2515,davebirkett,mention
2516,DanaSulonen,mention
2517,ByChrisThomas,mention
2518,shawnwindsor,mention
2519,NFL,mention
2520,WINNER,hashtag
2521,Rookie,hashtag
2522,RonFromLasVegas,mention
2523,JonathanD_TV,mention
2524,SportsCenter,mention
2525,RickPorcello,mention
2526,colinadams83,mention
2527,Mets,mention
2528,zolabudd21,mention
2529,Caribeque,mention
2530,HestanCulinary,mention
2531,Yankees,hashtag
2532,MikeMussina,hashtag
2533,HallOfFamer,hashtag
2534,CameronMaybin,mention
2535,jeffgluck1755,mention
2536,bschwzz_barry,mention
2537,TrueToTheBlue,hashtag
2538,DetroitSummers,hashtag
2539,Mariners,mention
2540,Phillies,mention
2541,PujolsFive,mention
2542,RobinsonCano,mention
2543,ZacharyCosta14,mention
2544,AlysonStoner,mention
2545,notpaulmitchell,mention
2546,ReginaaWuu,mention
2547,RodAllen12,mention
2548,reds,hashtag
2549,caseyh34,mention
2550,christopherguz,mention
2551,Baseball,hashtag
2552,K9boxing,mention
2553,Rangers,hashtag
2554,mlb,hashtag
2555,NatStatMLB,mention
2556,Germany,hashtag
2557,ojeksaikhoje,mention
2558,IAmOkocha,mention
2559,BundesligaLegendsTour,hashtag
2560,ksinfrisco,mention
2561,SwainITV,mention
2562,TVRav,mention
2563,GMB,mention
2564,Vote4Jose,mention
2565,t_beckham1,mention
2566,GoMariners,hashtag
2567,RussellHartness,mention
2568,DanielVogelbach,mention
2569,JROdom5,mention
2570,kidkeuchy,mention
2571,M,hashtag
2572,sbhawks,hashtag
2573,hawks,hashtag
2574,DAZN_JPN,mention
2575,baystars,hashtag
2576,bepositivesir,hashtag
2577,Nationals,mention
2578,Padres,mention
2579,nope65969856,mention
2580,Evan_P_Grant,mention
2581,theOtherKOBI,mention
2582,GoMs,hashtag
2583,TEXvsSEA,hashtag
2584,andythephotoDr,mention
2585,TomCommentator,mention
2586,BillRockSport,mention
2587,CelticFC,mention
2588,DMNGregRiddle,mention
2589,nadeler,mention
2590,radiohicksie,mention
2591,KRLD,mention
2592,garrityv_t,mention
2593,Seahawks,mention
2594,CardboardHeroic,mention
2595,CardConnector,mention
2596,mydadscardcoll1,mention
2597,tanmanbbfan,mention
2598,raider_31003,mention
2599,Lindor12BC,mention
2600,Archery_HTX,mention
2601,crossi701,mention
2602,DevInHitting,mention
2603,PitchingNinja,mention
2604,catwilson3232,mention
2605,cowgirlaylin,mention
2606,walkupsngexpert,mention
2607,KrystilLeonhar1,mention
2608,AstrosTwitter,hashtag
2609,MsRita73,mention
2610,GONE,hashtag
2611,SpinRateOnPoint,hashtag
2612,CorkedBat,hashtag
2613,astros,hashtag
2614,tidalsports,hashtag
2615,AstrosFoundation,hashtag
2616,stfuluke,mention
2617,mikeshaub,mention
2618,BenDuBose,mention
2619,jeffpickering,mention
2620,BenReiter,mention
2621,Alexjmckenna,mention
2622,PuebloBaseball,hashtag
2623,PuebloAthletics,mention
2624,FRomeroAstros,mention
2625,AmazingGreis,mention
2626,TakeITBack,hashtag
2627,jacobbocce72,mention
2628,ESPNKemp,mention
2629,TeamBregman,hashtag
2630,Princesswikki,mention
2631,CubanMissiIe,mention
2632,TeamBauer,hashtag
2633,dansby_s,mention
2634,AstrosRants,mention
2635,HOULineup,mention
2636,LatinosEnLasMayores,hashtag
2637,PuertoRico,hashtag
2638,BeisbolLatinoRD,mention
2639,Twins,hashtag
2640,twhite409,mention
2641,deshaunwatson,mention
2642,Family,hashtag
2643,pueblowarriors,mention
2644,PuebloSoftball,mention
2645,wewosux,mention
2646,TonyStark,hashtag
2647,jonsnow,hashtag
2648,AryaStark,hashtag
2649,CFASilberRoad,hashtag
2650,ChickenForHomers,hashtag
2651,FowlPowl,hashtag
2652,abreg1,mention
2653,TheWagnerTattoo,hashtag
2654,drewbrees,mention
2655,GTSportsMkt,mention
2656,JoseAltuve27,hashtag
2657,OfficialMLBShop,mention
2658,JoseAltuve,hashtag
2659,T_Hill4,mention
2660,shonrp2,mention
2661,MarcusAllenHOF,mention
2662,thatgirldaysea,mention
2663,JJWatt,mention
2664,JHarden13,mention
2665,DPISD_DWE,mention
2666,KealiaOhai,mention
2667,_TJWatt,mention
2668,DerekWatt34,mention
2669,MarkBermanFox26,mention
2670,CDLoerwald,mention
2671,NohayNadaMejor,hashtag
2672,MLBxESPN,hashtag
2673,Retomemos,hashtag
2674,CFMartesdeGL,mention
2675,ESPN_Beisbol,mention
2676,GuillermoCelis,mention
2677,aerowe18,mention
2678,realDonaldTrump,mention
2679,The_Yellen,mention
2680,justus_tx,mention
2681,billysims1978,mention
2682,STLWizard,mention
2683,MrLapara,mention
2684,EddieGeorge2727,mention
2685,24Abr,hashtag
2686,artilespascualf,mention
2687,jamesparady,mention
2688,thill4,mention
2689,LosAstros,hashtag
2690,MinuteMaidParks,mention
2691,RhoadsRockets,mention
2692,MLBVenezuela,hashtag
2693,ArepaPower,hashtag
2694,MLBVenezuela,mention
2695,support,hashtag
2696,HoustonStrong,hashtag
2697,stevietpfl,mention
2698,ameansy,mention
2699,zoo_illogical,mention
2700,DePuraArepa,mention
2701,MagallanerosEnElExterior,hashtag
2702,Magallanes_bbc,mention
2703,LanceBergmann,mention
2704,altuve,hashtag
2705,houstonastros,hashtag
2706,josealtuve,hashtag
2707,81TimBrown,mention
2708,WMoon1,mention
2709,Run_CMC,mention
2710,_kristyn2,mention
2711,ariel_alameda,mention
2712,Repost,hashtag
2713,porlagoma,mention
2714,fran_cervelli,mention
2715,get_repost,mention
2716,aidforaids,mention
2717,johaus,mention
2718,zachdespart,mention
2719,hardwork,hashtag
2720,nobatflip,hashtag
2721,detroittigers,hashtag
2722,miguelcabrera,hashtag
2723,tigersdetroit,hashtag
2724,MiguelCabrera,hashtag
2725,archivedujeudi,hashtag
2726,ballecourbe,mention
2727,Vin100Noel,mention
2728,miggy24,hashtag
2729,beisebol,hashtag
2730,Miggy,hashtag
2731,Coach4Charity,mention
2732,MiguelCabrer,mention
2733,baseball,hashtag
2734,Venezuela,hashtag
2735,Venezuelan,hashtag
2736,StrikeOutVzla,hashtag
2737,detroit,hashtag
2738,tigers,hashtag
2739,chicago,hashtag
2740,ballislife,hashtag
2741,win,hashtag
2742,dub,hashtag
2743,serieswin,hashtag
2744,coach4charity,hashtag
2745,charity,hashtag
2746,boston,hashtag
2747,redsox,hashtag
2748,topps,hashtag
2749,gypsyqueen,hashtag
2750,floridamarlins,hashtag
2751,marlinsflorida,hashtag
2752,vmart,hashtag
2753,ElNuevoDiarioRD,hashtag
2754,ColocadoComoBateadorDesignado,hashtag
2755,ContinúaAdaptándose,hashtag
2756,kbadla23,mention
2757,Clemson,hashtag
2758,TheMastersChampion,hashtag
2759,RonGardenhire,mention
2760,MelvinMora,hashtag
2761,beisbolplaycom,mention
2762,CarGo5,mention
2763,nestorescobar6,mention
2764,guaropelao1,mention
2765,Comandante81,mention
2766,GrandeMiguel,hashtag
2767,bryceharper3,mention
2768,BarryBondz,mention
2769,AROD,mention
2770,JeterTurn2,mention
2771,24Griffey,mention
2772,CalRipkenSrFdn,mention
2773,davidortiz,mention
2774,SomosDeporteVEN,mention
2775,cmrondon,mention
2776,micheljojhak,mention
2777,jorgemekel,mention
2778,ElCriolloSport,mention
2779,hnoyag,mention
2780,GoMiggy,hashtag
2781,MyTiger24,hashtag
2782,Miggy2700,hashtag
2783,DetroitLovesMiggy,hashtag
2784,OldeEnglishD,hashtag
2785,WilmerReina,mention
2786,ElCriolloSport,hashtag
2787,ILoveBaseball,hashtag
2788,jacobyjones23,mention
2789,670TheScore,mention
2790,Brewers,mention
2791,DETLineup,mention
2792,RonnyRod15,mention
2793,eduardorod5,mention
2794,Eck43,mention
2795,NESN,mention
2796,Hvelazquez38,mention
2797,Carlos_Rodon55,mention
2798,IMWITHCMO,hashtag
2799,RamTrucks,mention
2800,IvanNova47,mention
2801,TIGERS,hashtag
2802,candymancan,hashtag
2803,MeLlamoTrevor,mention
2804,WorldCup,hashtag
2805,LaVidaBaseball,mention
2806,jose_quintana24,mention
2807,88_gparra,mention
2808,TEXLineup,mention
2809,NomarMzra26,mention
2810,MarcoGonzales_,mention
2811,GerritCole,hashtag
2812,ColeMinor,hashtag
2813,RyanPressly,hashtag
2814,ElvisPressly,hashtag
2815,TheBestInTheWorld,hashtag
2816,DerekFisher,hashtag
2817,TroutFisher,hashtag
2818,ShaneBieber19,mention
2819,Ry_McMahon,mention
2820,shanemcmahon,mention
2821,bour41,mention
2822,justinbieber,mention
2823,OverUnder,hashtag
2824,Mariners,hashtag
2825,CarterKdcarter,mention
2826,lead4ward,mention
2827,BJ__Smith,mention
2828,Parraga_LVBP,mention
2829,BFFS,hashtag
2830,dadbod,hashtag
2831,icecream,hashtag
2832,NFL,hashtag
2833,NBA,hashtag
2834,ronaldacunajr24,mention
2835,ozzie,mention
2836,SteveNash,mention
2837,tonyromo,mention
2838,KingJames,mention
2839,DwyaneWade,mention
2840,EzekielElliott,mention
2841,ILoveBlueBell,mention
2842,BeisbolDeGrandesLigas,hashtag
2843,PorSiTeLoPerdiste,hashtag
2844,AcciónXGotas,hashtag
2845,Mazara,hashtag
2846,RootedInOakland,hashtag
2847,Athletics,hashtag
2848,mlbmemes,hashtag
2849,richar1969,mention
2850,arreazaortega,mention
2851,frankmontas,mention
2852,Kilcais17,mention
2853,ElExtrabase,mention
2854,MRojasOfficial,mention
2855,freddygalvis10,mention
2856,LosRangers,hashtag
2857,TodosJuntos,hashtag
2858,losrangers,mention
2859,Texas,hashtag
2860,Amazing,hashtag
2861,BigShow,hashtag
2862,GrandesLigas,hashtag
2863,BaseballUK,hashtag
2864,BaseballFundamentals,hashtag
2865,Bournemouth,hashtag
2866,BatePelotaPapa,hashtag
2867,Baseballlife,hashtag
2868,Mike_t_Roberts,mention
2869,tobyclay_tb,mention
2870,Matt_Stepp817,mention
2871,chape94,mention
2872,kelsey_joz,mention
2873,JMathSix,mention
2874,C_Bass419,mention
2875,Orioles,mention
2876,ALLMEPEDFREE,hashtag
2877,PBATS,mention
2878,HenrySchein,mention
2879,RudermanFdn,mention
2880,NDSS,mention
2881,PLAY,hashtag
2882,TheTHF,mention
2883,Jessica87911155,mention
2884,ESPN,hashtag
2885,hunterpence,hashtag
2886,oaklandathletics,hashtag
2887,eljarhead,mention
2888,NolanRyan,hashtag
2889,HunterPence,hashtag
2890,HouseOfPence,hashtag
2891,YoureStuckWithUs,hashtag
2892,giantrace,mention
2893,ThePinaPal,mention
2894,imisshunter,hashtag
2895,oaklandas,hashtag
2896,sfgiantsgman,hashtag
2897,texasrangers,hashtag
2898,AsdrubalCabrera,hashtag
2899,BaseballInterviews,hashtag
2900,ChrisWoodward,hashtag
2901,DelinoDeShields,hashtag
2902,DrewSmyly,hashtag
2903,EdisonVolquez,hashtag
2904,ElvisAndrus,hashtag
2905,FanaticsView,hashtag
2906,Interview,hashtag
2907,IsiahKinerFalefa,hashtag
2908,JeffMathis,hashtag
2909,JoeyGallo,hashtag
2910,JoseLeclerc,hashtag
2911,LanceLynn,hashtag
2912,BaseballVideos,hashtag
2913,coasterron,mention
2914,phillies,hashtag
2915,giants,hashtag
2916,Dallas,hashtag
2917,GoRangers,hashtag
2918,LetsGetLexi,hashtag
2919,ForeverGiant,hashtag
2920,LosAngelesAngels,hashtag
2921,game,hashtag
2922,arlington,hashtag
2923,greatestgame,hashtag
2924,amoment,hashtag
2925,sports,hashtag
2926,sportsphotography,hashtag
2927,photography,hashtag
2928,photo,hashtag
2929,nationalpastime,hashtag
2930,feenixfiya,mention
2931,HunterLove,hashtag
2932,ScottVannoy,mention
2933,Boardsh0rtz,mention
2934,PhilzCoffee,mention
2935,Armanino22,mention
2936,TaniaOnce,mention
2937,bittergiantsfan,mention
2938,LennyDykstra,mention
2939,DaynaRoselli,mention
2940,tedpretty,mention
2941,JoclynStone,mention
2942,JoseCanseco,mention
2943,jasmina_marino,mention
2944,judayyy,mention
2945,tokyotavern,mention
2946,rachelaveryy,mention
2947,MonsterHoneyBB,mention
2948,Nybookieduane,mention
2949,JulieRocketxxx,mention
2950,MichaelCastner,mention
2951,DopeWeezle,mention
2952,KeeyLoLo_,mention
2953,BJLaflin,mention
2954,ToroTBT,hashtag
2955,TeoscarH,mention
2956,mikeolcese,mention
2957,forevergiant,hashtag
2958,piña,hashtag
2959,Mandy3PO,mention
2960,geoffschwartz,mention
2961,LummusLindsay,mention
2962,amdmmm,mention
2963,TacoLibreDallas,mention
2964,GiantJill,mention
2965,DougBrockmeier,mention
2966,Snotrocket40,mention
2967,nbcbayarea,mention
2968,ruddofficial,mention
2969,KPILLAR4,mention
2970,BobaGuys,mention
2971,AsherGrems,mention
2972,Shipwreck6669,mention
2973,hella,hashtag
2974,TanookiKuribo,mention
2975,LatinoOfensivoDelDia,hashtag
2976,RD,hashtag
2977,TeamISE,hashtag
2978,MLBDominicana,hashtag
2979,MangúPower,hashtag
2980,MLBDominicana,mention
2981,DoItForDurrett,mention
2982,bevosmyhero,mention
2983,aandro,mention
2984,OhBrittanyL,mention
2985,gfraley,mention
2986,AaronFurq,mention
2987,mscottb1948,mention
2988,ad_sampson,mention
2989,thejenallison,mention
2990,mjcatc,mention
2991,juanstrikeaway,mention
2992,gayety,mention
2993,rangergrl71,mention
2994,kellyslater,mention
2995,sorrynotsorry,hashtag
2996,lovemyboys,hashtag
2997,unofficialteammom,hashtag
2998,CJNitkowski,mention
2999,kenziesmom131,mention
3000,Pitcrewprincess,mention
3001,rmarie717,mention
3002,JasonCowboysMan,mention
3003,MattHarvey33,mention
